1.40120586	0.15071738
1.40372354	0.15047700
1.40624121	0.15012233
1.40875889	0.15005556
1.41127657	0.14988567
1.41379425	0.14944900
1.41631193	0.14903602
1.41882960	0.14883691
1.42134728	0.14860496
1.42386496	0.14825088
1.42638264	0.14807495
1.42890032	0.14796981
1.43141799	0.14806111
1.43393567	0.14825607
1.43645335	0.14817349
1.43897103	0.14818572
1.44148871	0.14799773
1.44400638	0.14770335
1.44652406	0.14718685
1.44904174	0.14670243
1.45155942	0.14621324
1.45407710	0.14571572
1.45659477	0.14533254
1.45911245	0.14494289
1.46163013	0.14447951
1.46414781	0.14404826
1.46666549	0.14372688
1.46918316	0.14365964
1.47170084	0.14367833
1.47421852	0.14380772
1.47673620	0.14392375
1.47925388	0.14407116
1.48177156	0.14407560
1.48428923	0.14395621
1.48680691	0.14397664
1.48932459	0.14390396
1.49184227	0.14419518
1.49435995	0.14423821
1.49687762	0.14440529
1.49939530	0.14455051
1.50191298	0.14450399
1.50443066	0.14444730
1.50694834	0.14449377
1.50946601	0.14459681
1.51198369	0.14457706
1.51450137	0.14441920
1.51701905	0.14444350
1.51953673	0.14407539
1.52205440	0.14391143
1.52457208	0.14353780
1.52708976	0.14330030
1.52960744	0.14311235
1.53212512	0.14293777
1.53464279	0.14279447
1.53716047	0.14267004
1.53967815	0.14262030
1.54219583	0.14251849
1.54471351	0.14241388
1.54723118	0.14233109
1.54974886	0.14229357
1.55226654	0.14231824
1.55478422	0.14222739
1.55730190	0.14223903
1.55981957	0.14227811
1.56233725	0.14227914
1.56485493	0.14220891
1.56737261	0.14213902
1.56989029	0.14222155
1.57240797	0.14212366
1.57492564	0.14218733
1.57744332	0.14201747
1.57996100	0.14201777
1.58247868	0.14213658
1.58499636	0.14224034
1.58751403	0.14232209
1.59003171	0.14235971
1.59254939	0.14244585
1.59506707	0.14250770
1.59758475	0.14256695
1.60010242	0.14265262
1.60262010	0.14268721
1.60513778	0.14292740
1.60765546	0.14288984
1.61017314	0.14277208
1.61269081	0.14271432
1.61520849	0.14261458
1.61772617	0.14264522
1.62024385	0.14259572
1.62276153	0.14274367
1.62527920	0.14274741
1.62779688	0.14296491
1.63031456	0.14302789
1.63283224	0.14292647
1.63534992	0.14297298
1.63786759	0.14302491
1.64038527	0.14288587
1.64290295	0.14277481
1.64542063	0.14252413
1.64793831	0.14230834
1.65045599	0.14188241
1.65297366	0.14156083
1.65549134	0.14109597
1.65800902	0.14083980
1.66052670	0.14072295
1.66304438	0.14039198
1.66556205	0.14007203
1.66807973	0.13983844
1.67059741	0.13966592
1.67311509	0.13939070
1.67563277	0.13930598
1.67815044	0.13922704
1.68066812	0.13911958
1.68318580	0.13906233
1.68570348	0.13885071
1.68822116	0.13855083
1.69073883	0.13855147
1.69325651	0.13849359
1.69577419	0.13849899
1.69829187	0.13828481
1.70080955	0.13822859
1.70332722	0.13789459
1.70584490	0.13753263
1.70836258	0.13714276
1.71088026	0.13674616
1.71339794	0.13645399
1.71591561	0.13613090
1.71843329	0.13570082
1.72095097	0.13536756
1.72346865	0.13486620
1.72598633	0.13454497
1.72850400	0.13421615
1.73102168	0.13400109
1.73353936	0.13385128
1.73605704	0.13371847
1.73857472	0.13346795
1.74109240	0.13329758
